author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/312627296/;Москва;sale;flat;49;51;3;84.5;50700000;Раменки;Мичуринский проспект;56;Раменки;Небо — Небоскребы на Мичуринском, 56
Свои квадраты;real_estate_agent;https://www.cian.ru/sale/flat/299188467/;Москва;sale;flat;11;16;3;63.7;10400000;;;23Б;Апрелевка;
Tekta Group;developer;https://www.cian.ru/sale/flat/314442781/;Москва;sale;flat;29;34;3;59.4;27216230;Обручевский;;;Калужская;Эвер ЖК
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/311611882/;Москва;sale;flat;25;38;3;144.0;65000000;Раменки;Мосфильмовская ;70к1;Ломоносовский проспект;Воробьевы Горы
Beri;real_estate_agent;https://www.cian.ru/sale/flat/314751618/;Москва;sale;flat;3;10;3;80.4;44890000;Таганский;Новоспасский переулок;3К2;Пролетарская;
Capital Group;developer;https://www.cian.ru/sale/flat/315140239/;Москва;sale;flat;12;18;3;104.1;136483404;Дорогомилово;;;Москва-Сити;Бадаевский ЖК
Надежда Питерская;realtor;https://www.cian.ru/sale/flat/311849802/;Москва;sale;flat;1;14;3;124.0;45990000;Покровское-Стрешнево;Вивальди кв-л;;Спартак;Клубный Город на Реке Примавера ЖК
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/313236277/;Москва;sale;flat;3;5;3;61.4;31000000;Хамовники; Плющиха;9А;Смоленская;
St Michael;developer;https://www.cian.ru/sale/flat/303395324/;Москва;sale;flat;3;21;3;67.2;25577937;Хорошевский;9Ак7;9Ак7;Полежаевская;Зорге 9 ЖК
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/311733777/;Москва;sale;flat;27;41;3;79.0;74000000;Раменки;Парклэйн тер.;к2;Кутузовская;Hide
Алексей Рыбаков;realtor;https://www.cian.ru/sale/flat/314587476/;Москва;sale;flat;3;5;3;56.2;12900000;Измайлово;Измайловский проезд;6К2;Измайловская;
Основа;developer;https://www.cian.ru/sale/flat/291982902/;Москва;sale;flat;10;15;3;162.9;;Фили-Давыдково; Ивана Франко;6;Кунцевская;MainStreet
Капиталъ-Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/310776672/;Москва;sale;flat;2;5;3;125.0;130000000;Замоскворечье;Большой Ордынский переулок;4С4;Третьяковская;Собрание клубных домов ORDYNKA
Винидиктов и Партнеры;real_estate_agent;https://www.cian.ru/sale/flat/314208076/;Москва;sale;flat;14;25;3;83.2;69000000;Хорошево-Мневники;Живописная ;21А;Серебряный Бор;Дом Серебряный Бор
UNIQ Development;developer;https://www.cian.ru/sale/flat/311764361/;Москва;sale;flat;9;25;3;109.3;93998000;Фили-Давыдково;43-й кв-л;;Кунцевская;Springs
Sminex;developer;https://www.cian.ru/sale/flat/313246215/;Москва;sale;flat;3;6;3;170.9;412260000;Басманный;Потаповский переулок;5С4;Чистые пруды;Исторический дом 
Мечты в квадрате;real_estate_agent;https://www.cian.ru/sale/flat/315662772/;Москва;sale;flat;11;15;3;113.5;82000000;Даниловский; Родченко;2;ЗИЛ;ЗИЛАРТ
Мангазея;developer;https://www.cian.ru/sale/flat/313794741/;Москва;sale;flat;8;40;3;106.2;;Даниловский;;;Тульская;Мангазея на Тульской ЖК
White and Broughton;real_estate_agent;https://www.cian.ru/sale/flat/305736633/;Москва;sale;flat;35;41;3;97.4;95000000;Хорошевский;Ленинградский проспект;37/3;Аэропорт;Прайм Парк
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/247174958/;Москва;sale;flat;8;53;3;150.0;135000000;Раменки;Мосфильмовская ;8;Ломоносовский проспект;Дом на Мосфильмовской
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/314945841/;Москва;sale;flat;10;14;3;91.9;70000000;Раменки;Минская ;1ГсА;Минская;Собрание клубных домов West Garden
Sminex;developer;https://www.cian.ru/sale/flat/313910370/;Москва;sale;flat;3;5;3;112.4;301820000;Тверской;;;Площадь Революции;Ильинка 3/8 ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/312677884/;Москва;sale;flat;27;41;3;79.0;74000000;Раменки;1-й Сетуньский проезд;6С6;Кутузовская;Hide
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/309232689/;Москва;sale;flat;9;12;3;101.2;78000000;Раменки;проспект Генерала Дорохова;39к1Д;Минская;Собрание клубных домов West Garden
Sminex;developer;https://www.cian.ru/sale/flat/316042573/;Москва;sale;flat;2;14;3;142.3;344070000;Якиманка;;;Новокузнецкая;Лаврушинский ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/302817609/;Москва;sale;flat;3;17;3;97.0;97000000;Пресненский; Сергея Макеева;9к1;Улица 1905 года;RedSide
Tekta Group;developer;https://www.cian.ru/sale/flat/309371113/;Москва;sale;flat;27;34;3;55.1;24731748;Нагорный;Электролитный проезд;12Б;Нагорная;Twelve
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/310507662/;Москва;sale;flat;2;16;3;99.0;158700000;Раменки;Воробьевское шоссе;4;Поклонная;Воробьёв Дом
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/303727554/;Москва;sale;flat;5;7;3;116.8;357500000;Тверской; Большая Дмитровка;7/5С2;Театральная;Советник
MR Group;developer;https://www.cian.ru/sale/flat/308088545/;Москва;sale;flat;2;7;3;198.51;466498500;Арбат;Крестовоздвиженский переулок;4;Арбатская;LUCE
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/314592214/;Москва;sale;flat;15;16;3;124.7;205000000;Раменки;Воробьевское шоссе;4;Поклонная;Воробьёв Дом
MR Group;developer;https://www.cian.ru/sale/flat/311050692/;Москва;sale;flat;21;41;3;103.1;83572860;Беговой;Северный ао;;Белорусская;Слава ЖК
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/245277094/;Москва;sale;flat;2;19;3;186.0;220000000;Раменки;Ломоносовский проспект;25к5;Университет;Dominion
Киноцентр;developer;https://www.cian.ru/sale/flat/308070372/;Москва;sale;flat;8;20;3;89.7;76245000;Пресненский; Красная Пресня;3;Краснопресненская;SkyView
Beri;real_estate_agent;https://www.cian.ru/sale/flat/314637692/;Москва;sale;flat;3;8;3;68.3;59900000;Красносельский;Милютинский переулок;20/2С1;Тургеневская;
Концерн КРОСТ;developer;https://www.cian.ru/sale/flat/310927647/;Москва;sale;flat;5;46;3;79.9;55850100;Хорошево-Мневники; Демьяна Бедного;вл24;Карамышевская;Высотка на Жукова
Новые Ватутинки;real_estate_agent;https://www.cian.ru/sale/flat/312758513/;Москва;sale;flat;14;14;3;84.5;16500000;; 3-я Нововатутинская;2;Ольховая;Новые Ватутинки, мкр. Центральный
Стадион Спартак;developer;https://www.cian.ru/sale/flat/309288293/;Москва;sale;flat;2;13;3;74.7;39710520;Покровское-Стрешнево;;;Спартак;Клубный Город на Реке Примавера ЖК
MERSI;real_estate_agent;https://www.cian.ru/sale/flat/316030125/;Москва;sale;flat;19;22;3;96.9;49600000;Кунцево;Молодогвардейская ;2К1;Кунцевская;
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/308237518/;Москва;sale;flat;2;9;3;60.7;;Головинский;Северный ао;;Коптево;Михалковский ЖК
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/315754855/;Москва;sale;flat;25;35;3;137.6;72162225;Щукино;Авиационная ;79К1;Щукинская;Алые Паруса
Tekta Group;developer;https://www.cian.ru/sale/flat/301260301/;Москва;sale;flat;5;32;3;66.1;37261431;Даниловский;;2;Крестьянская застава;Эра ЖК
Вероника Мошкина;realtor;https://www.cian.ru/sale/flat/315801527/;Москва;sale;flat;14;24;3;60.0;28500000;Донской;Новоданиловская набережная;6к2;Верхние котлы;
Галс-Девелопмент;developer;https://www.cian.ru/sale/flat/314125048/;Москва;sale;flat;6;6;3;134.43;712579000;Замоскворечье;Космодамианская набережная;4/22С8;Новокузнецкая;Клубный дом Космо 4/22
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/316027299/;Москва;sale;flat;6;12;3;85.3;100000000;Арбат;Смоленская набережная;5/13;Смоленская;
Донстрой;developer;https://www.cian.ru/sale/flat/310846335/;Москва;sale;flat;9;14;3;127.9;100068960;Раменки; Сергея Бондарчука;2;Мичуринский проспект;Река
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/306834640/;Москва;sale;flat;10;33;3;113.9;47000000;Тропарево-Никулино;проспект Вернадского;105к4;Юго-Западная;
Sminex;developer;https://www.cian.ru/sale/flat/306155133/;Москва;sale;flat;2;22;3;120.0;118300000;Пресненский;;;Улица 1905 года;Лайф Тайм ЖК
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/309829189/;Москва;sale;flat;7;10;3;124.0;310000000;Мещанский;Звонарский переулок;3;Трубная;Zvonarsky Deluxe
ID 18328583;unknown;https://www.cian.ru/sale/flat/313165394/;Москва;sale;flat;5;9;3;96.5;30000000;Нагатино-Садовники;Каширский проезд;1/1;Варшавская;
Донстрой;developer;https://www.cian.ru/sale/flat/316121004/;Москва;sale;flat;26;49;3;101.3;;Раменки;Кинематографический кв-л;;Мичуринский проспект;Событие ЖК
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/314949010/;Москва;sale;flat;12;12;3;111.5;310000000;Хамовники; Усачева;15;Спортивная;Садовые кварталы
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/315659186/;Москва;sale;flat;2;4;3;60.0;35000000;Арбат;Спасопесковский переулок;3/1С2;Смоленская;
Мангазея;developer;https://www.cian.ru/sale/flat/314810789/;Москва;sale;flat;7;24;3;91.4;47080140;Левобережный;;;Беломорская;Мангазея на Речном ЖК
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/313380614/;Москва;sale;flat;7;10;3;177.7;128000000;Пресненский; Климашкина;17С2;Улица 1905 года;Панорама
НДВ;real_estate_agent;https://www.cian.ru/sale/flat/314252852/;Москва;sale;flat;2;3;3;71.0;14000000;;;39;Румянцево;
Основа;developer;https://www.cian.ru/sale/flat/286346554/;Москва;sale;flat;2;29;3;56.8;18403200;Черемушки; Наметкина;вл10;Новые Черёмушки;Nametkin Tower
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/309118638/;Москва;sale;flat;14;15;3;133.91;227647000;Хамовники; Усачева;15;Спортивная;Садовые кварталы
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/307962802/;Москва;sale;flat;9;38;3;70.0;30500000;Хорошевский;Хорошевское шоссе;12к1;Беговая;Дом на Беговой
Концерн КРОСТ;developer;https://www.cian.ru/sale/flat/310927574/;Москва;sale;flat;18;46;3;80.8;60842400;Хорошево-Мневники; Демьяна Бедного;вл24;Карамышевская;Высотка на Жукова
ID 1390606;real_estate_agent;https://www.cian.ru/sale/flat/311651611/;Москва;sale;flat;4;11;3;117.0;368000000;Хамовники; Усачева;13;Спортивная;Садовые кварталы
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/305062293/;Москва;sale;flat;4;5;3;73.7;54602600;Мещанский;Большой Сергиевский переулок;18;Трубная;
3SGroup;developer;https://www.cian.ru/sale/flat/299381059/;Москва;sale;flat;2;17;3;65.6;15753010;;;;Корниловская;FOREVILLE
Времена года;real_estate_agent;https://www.cian.ru/sale/flat/309194945/;Москва;sale;flat;14;15;3;133.91;227647000;Хамовники; Усачева;15;Спортивная;Садовые кварталы
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/315442756/;Москва;sale;flat;16;30;3;130.0;52000000;Сокол; Врубеля;8;Панфиловская;Поселок художников
1-й ДСК;developer;https://www.cian.ru/sale/flat/296364893/;Москва;sale;flat;3;23;3;66.6;;Гольяново;Монтажная ;вл8/24;Черкизовская;1-й Измайловский
ID 413522;realtor;https://www.cian.ru/sale/flat/314248256/;Москва;sale;flat;3;14;3;105.2;192850000;Хамовники; Усачева;15А;Спортивная;Садовые кварталы
Колди;developer;https://www.cian.ru/sale/flat/316035893/;Москва;sale;flat;6;21;3;66.59;17134938;Нижегородский;;;Калитники;Н'айс Лофт ЖК
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/308788985/;Москва;sale;flat;8;12;3;94.0;49000000;Видовая кв-ра в е Мосфильма3-комн. квартира;94 м²;;;
Василий Анчуков;realtor;https://www.cian.ru/sale/flat/316035392/;Москва;sale;flat;2;5;3;98.4;31500000;Южнопортовый;Южнопортовая ;18;Кожуховская;
Capital Group;developer;https://www.cian.ru/sale/flat/313524648/;Москва;sale;flat;36;58;3;144.0;54500112;Ростокино;проспект Мира;188Бк3;Ростокино;Триколор
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/313416991/;Москва;sale;flat;5;13;3;107.0;255000000;Хамовники;Погодинская ;2;Фрунзенская;Жизнь на Плющихе
FORMA;developer;https://www.cian.ru/sale/flat/316146699/;Москва;sale;flat;6;27;3;76.7;28934614;Даниловский;3-й Павелецкий проезд;;Павелецкая;PAVE
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/313733099/;Москва;sale;flat;5;41;3;95.2;95000000;Хорошевский;Ленинградский проспект;37;ЦСКА;Прайм Парк
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/312835280/;Москва;sale;flat;36;40;3;110.5;47500000;Кунцево;Рублевское шоссе;107;Молодёжная;Рублевские Огни
AFI Development;developer;https://www.cian.ru/sale/flat/314346284/;Москва;sale;flat;16;53;3;84.2;37777213;Свиблово;проезд Серебрякова;11к2;Ботанический сад;Afi Tower
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/315411102/;Москва;sale;flat;2;4;3;137.9;255000000;Хамовники;Пречистенская набережная;7;Парк Культуры;Кленовый DOM
ID 88361776;homeowner;https://www.cian.ru/sale/flat/315366287/;Москва;sale;flat;41;57;3;98.0;75000000;Хорошево-Мневники; Народного Ополчения;15К3;Народное Ополчение;Wellton Towers
Capital Group;developer;https://www.cian.ru/sale/flat/315109130/;Москва;sale;flat;5;6;3;247.8;523353600;Якиманка;Софийская набережная;18;Боровицкая;Золотой, жилой квартал
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/314772566/;Москва;sale;flat;2;41;3;65.5;67000000;Хорошевский;Ленинградский проспект;37/5;Аэропорт;Прайм Парк
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/315560528/;Москва;sale;flat;18;19;3;116.0;53000000;Южнопортовый;3-й Крутицкий переулок;11;Пролетарская;
Sense Development;developer;https://www.cian.ru/sale/flat/313120857/;Москва;sale;flat;6;13;3;100.5;67201000;Даниловский; Даниловский Вал;1А;Тульская;Logos
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/315038053/;Москва;sale;flat;5;31;3;86.4;43000000;Хорошево-Мневники;Карамышевская набережная;2А;Народное Ополчение;Утесов
ID 95827332;homeowner;https://www.cian.ru/sale/flat/315050909/;Москва;sale;flat;2;8;3;55.0;21700000;Замоскворечье;Дубининская ;11С2;Павелецкая;
Группа Аквилон;developer;https://www.cian.ru/sale/flat/314013229/;Москва;sale;flat;4;26;3;73.7;34320837;Хорошевский;;;Зорге;Инди Тауэрс ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/313643920/;Москва;sale;flat;8;42;3;130.0;90000000;Раменки;Мосфильмовская ;70к5;Ломоносовский проспект;Воробьевы Горы
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/315958349/;Москва;sale;flat;6;8;3;45.8;32000000;Красносельский; Маши Порываевой;38;Площадь трёх вокзалов;
ФСК;developer;https://www.cian.ru/sale/flat/306872402/;Москва;sale;flat;20;46;3;83.4;;Хорошевский;;;Беговая;Амбер Сити ЖК
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/305002437/;Москва;sale;flat;8;14;3;125.2;96500000;Стильная кв-ра в Пресненском е3-комн. квартира;8/14 этаж;;;
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/303016439/;Москва;sale;flat;4;5;3;150.8;180000000;Пресненский;Леонтьевский переулок;11;Тверская;Леонтьевский 11
Ташир;developer;https://www.cian.ru/sale/flat/315439645/;Москва;sale;flat;2;21;3;73.2;29280000;Очаково-Матвеевское;Аминьевское шоссе;6;Давыдково;West Tower (Апартаменты бизнес-класса)
Life Style;real_estate_agent;https://www.cian.ru/sale/flat/316126010/;Москва;sale;flat;6;6;3;97.0;95000000;Хамовники;Мансуровский переулок;6;Парк Культуры;
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/314933173/;Москва;sale;flat;6;6;3;100.0;60000000;Тверской;1-й Тверской-Ямской переулок;16;Маяковская;
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/295915768/;Москва;sale;flat;8;13;3;92.1;96705000;Раменки;проспект Генерала Дорохова;39к1;Поклонная;Собрание клубных домов West Garden
Houzz Realty;real_estate_agent;https://www.cian.ru/sale/flat/308332314/;Москва;sale;flat;11;14;3;95.0;38900000;Даниловский; Архитектора Щусева;5к1;ЗИЛ;ЗИЛАРТ
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/310406713/;Москва;sale;flat;2;7;3;109.0;142000000;Замоскворечье;Садовническая ;29;Новокузнецкая;BALCHUG RESIDENCE
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/309775039/;Москва;sale;flat;10;11;3;60.0;60000000;Якиманка; Серафимовича;2;Боровицкая;
Компания PIONEER;developer;https://www.cian.ru/sale/flat/313114585/;Москва;sale;flat;6;11;3;85.8;;Даниловский;Дербеневская ;1С5;Павелецкая;"Клубный дом ""OPUS"""
Time Property;real_estate_agent;https://www.cian.ru/sale/flat/310512370/;Москва;sale;flat;9;16;3;106.6;76000000;Замоскворечье;Мытная ;7с1;Серпуховская;Английский квартал
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/315879112/;Москва;sale;flat;11;26;3;85.0;39990000;Лефортово; Крузенштерна;12к3;Авиамоторная;Символ
Донстрой;developer;https://www.cian.ru/sale/flat/316120981/;Москва;sale;flat;35;50;3;95.3;;Раменки;м. Мичуринский проспект;;Мичуринский проспект;Событие
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/315288286/;Москва;sale;flat;3;4;3;124.0;130000000;Тверской; Петровка;28;Чеховская;
Monumental Group;real_estate_agent;https://www.cian.ru/sale/flat/311352185/;Москва;sale;flat;18;48;3;124.0;49990000;Хорошево-Мневники;проспект Маршала Жукова;78;Серебряный Бор;Континенталь
Галс-Девелопмент;developer;https://www.cian.ru/sale/flat/314049575/;Москва;sale;flat;16;20;3;99.7;63359500;Басманный;;;Бауманская;Дом 56 ЖК
Point Estate Город;real_estate_agent;https://www.cian.ru/sale/flat/314831337/;Москва;sale;flat;3;4;3;114.3;185000000;Пресненский;Вознесенский переулок;11С3;Тверская;
Villagio Realty;real_estate_agent;https://www.cian.ru/sale/flat/315719357/;Москва;sale;flat;2;24;3;87.6;30900000;Дмитровский;Дмитровское шоссе;107к3;Яхромская;Летний сад
Пионер;developer;https://www.cian.ru/sale/flat/314720645/;Москва;sale;flat;18;24;3;91.2;;Даниловский;;;Павелецкая;Хай Лайф ЖК
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/315775113/;Москва;sale;flat;2;4;3;137.9;255000000;Хамовники;Пречистенская набережная;7;Парк Культуры;Кленовый DOM
ЛСР;developer;https://www.cian.ru/sale/flat/295835189/;Москва;sale;flat;22;23;3;88.4;42684470;Чертаново Центральное;;2;Пражская;Парксайд ЖК
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/315274448/;Москва;sale;flat;5;6;3;79.2;73000000;Пресненский;Мерзляковский переулок;5/1;Арбатская;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/314782334/;Москва;sale;flat;3;10;3;80.1;36100000;Хорошево-Мневники;Жилой комплекс остров;4-й кв-л;Терехово ;Остров
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/312348173/;Москва;sale;flat;1;5;3;80.0;73000000;Хамовники;Пожарский переулок;10;Кропоткинская;
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/312360519/;Москва;sale;flat;3;12;3;82.5;83000000;Раменки; Сергея Бондарчука;4;Мичуринский проспект;Река
Villagio Realty;real_estate_agent;https://www.cian.ru/sale/flat/316201119/;Москва;sale;flat;6;7;3;82.0;32000000;Даниловский;2-й Автозаводский проезд;5;Автозаводская;
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/315813833/;Москва;sale;flat;5;12;3;97.0;135000000;Раменки; Сергея Бондарчука;6;Мичуринский проспект;Река
Винидиктов и Партнеры;real_estate_agent;https://www.cian.ru/sale/flat/316158779/;Москва;sale;flat;10;41;3;71.0;49900000;Хорошево-Мневники;Шелепихинская набережная;34к5;Шелепиха;Сердце Столицы
ЛСР;developer;https://www.cian.ru/sale/flat/313857624/;Москва;sale;flat;36;43;3;80.5;46853254;Даниловский;;к3;Верхние котлы;Марк ЖК
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/314302130/;Москва;sale;flat;7;7;3;145.3;135000000;Пресненский;Рочдельская ;12С1;Краснопресненская;
Сергей Алексеев;realtor;https://www.cian.ru/sale/flat/314155097/;Москва;sale;flat;35;41;3;102.3;56000000;Раменки;1-й Сетуньский проезд;8;Кутузовская;Hide
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/315975662/;Москва;sale;flat;3;28;3;68.0;57500000;Красносельский;Большая Спасская ;35;Площадь трёх вокзалов;Dialog
Агентство недвижимости Светланы Наумовой;real_estate_agent;https://www.cian.ru/sale/flat/311501437/;Москва;sale;flat;16;22;3;88.1;19300000;Лосиноостровский;Тайнинская ;9к1;Медведково;Нормандия
ANT Development;developer;https://www.cian.ru/sale/flat/314894332/;Москва;sale;flat;2;10;3;102.4;153600000;Дорогомилово; Братьев Фонченко;1к7;Парк Победы;Victory Park Residences
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/315879117/;Москва;sale;flat;1;5;3;78.4;73000000;Хамовники;Пожарский переулок;10;Кропоткинская;
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/315975609/;Москва;sale;flat;5;9;3;92.1;112000000;Якиманка;Лаврушинский переулок;17С2;Третьяковская;
КОРТРОС;developer;https://www.cian.ru/sale/flat/306697779/;Москва;sale;flat;12;14;3;76.2;34686240;Пресненский;Шмитовский проезд;39к7;Шелепиха;Headliner
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/310880478/;Москва;sale;flat;3;6;3;102.0;99102789;Пресненский;Садовая-Кудринская ;28-30;Маяковская;
Наталия Шпрингер;realtor;https://www.cian.ru/sale/flat/313882766/;Москва;sale;flat;2;9;3;58.6;16990000;Коньково; Генерала Антонова;5К1;Беляево;
Среда;developer;https://www.cian.ru/sale/flat/306562753/;Москва;sale;flat;3;12;3;90.51;36328541;Кунцево;48-й кв-л;;Кунцевская;Среда на Кутузовском ЖК
ONE estate;real_estate_agent;https://www.cian.ru/sale/flat/314384210/;Москва;sale;flat;5;30;3;60.0;37000000;Хорошево-Мневники;бульвар Генерала Карбышева;15;Бульвар Генерала Карбышева;Union Park
Ramenky Realty;real_estate_agent;https://www.cian.ru/sale/flat/312871366/;Москва;sale;flat;6;11;3;118.0;236000000;Хамовники; Усачева;15А;Спортивная;Садовые кварталы
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/314411947/;Москва;sale;flat;5;23;3;84.2;44500000;Можайский;Гжатская ;5к4;Давыдково;LIFE-Кутузовский
ГК Сумма Элементов;developer;https://www.cian.ru/sale/flat/315695517/;Москва;sale;flat;14;85;3;96.45;78553556;Пресненский;Московский международный деловой центр Москва-Сити тер.;;Москва-Сити;Дом Дау
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/312221430/;Москва;sale;flat;2;4;3;140.0;178000155;Мещанский;Рождественский бульвар;10/7С1;Трубная;
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/313181430/;Москва;sale;flat;9;53;3;53.0;29900000;Хорошево-Мневники; Народного Ополчения;15К3;Народное Ополчение;Wellton Towers
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/315365587/;Москва;sale;flat;35;41;3;90.0;102000000;Хорошевский;Ленинградский проспект;37/3;Аэропорт;Прайм Парк
Винидиктов и Партнеры;real_estate_agent;https://www.cian.ru/sale/flat/315384471/;Москва;sale;flat;24;30;3;57.4;20800000;Южнопортовый;Шарикоподшипниковская ;11С4;Дубровка;MYPRIORITY Dubrovka
CENTURY 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/298534721/;Москва;sale;flat;2;4;3;140.0;178000155;Мещанский;Рождественский бульвар;10/7С1;Трубная;
VOS'HOD;developer;https://www.cian.ru/sale/flat/308017398/;Москва;sale;flat;8;17;3;108.6;68939280;Филевский парк; Василисы Кожиной;вл25/1;Филёвский парк;AHEAD
OXE CAPITAL - Элитная Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/315861717/;Москва;sale;flat;8;9;3;108.0;179000000;Тверской;Тверская ;9;Охотный ряд;
Ташир;developer;https://www.cian.ru/sale/flat/304252211/;Москва;sale;flat;2;17;3;86.4;;Раменки;Мичуринский проспект;вл30Б;Ломоносовский проспект;Legacy
